state,district,year,crop,groundwater_ph,ec_groundwater_(µs/cm),hardness_groundwater_(mg/l),nitrate_groundwater_(mg/l),rainfall_mm,soil_ph,soil_organic_carbon,soil_nitrogen,soil_phosphorus,soil_potassium,crop_yield
Gujarat,Ahmedabad,2017,Wheat,7.11,1249.62,392.26,32.73,585,6.98,0.68,198.0,17.02,250,2090
Gujarat,Ahmedabad,2017,Rice,7.08,1247.71,406.19,31.65,605,7.33,0.67,195.0,16.84,252,1780
Gujarat,Ahmedabad,2017, Bajra,7.27,1249.1,396.79,32.33,589,7.41,0.69,194.0,17.16,248,1230
Gujarat,Ahmedabad,2017,Cotton,7.14,1269.94,387.46,31.77,582,7.08,0.71,200.0,17.11,251,1480
Gujarat,Ahmedabad,2017,Sugarcane,7.15,1249.39,399.37,32.77,595,7.47,0.68,194.0,17.35,255,965
Gujarat,Kheda,2017,Wheat,7.51,1369.55,410.3,34.09,610,7.08,0.67,190.0,17.88,259,2140
Gujarat,Kheda,2017,Rice,7.26,1299.57,404.55,34.07,626,7.01,0.71,199.0,18.6,246,1870
Gujarat,Kheda,2017, Bajra,7.53,1287.14,407.27,34.49,643,7.13,0.69,196.0,17.91,260,1280
Gujarat,Kheda,2017,Cotton,7.6,1273.04,395.88,34.33,637,7.16,0.68,191.0,17.46,259,1520
Gujarat,Kheda,2017,Sugarcane,7.46,1359.5,424.81,34.15,640,7.31,0.68,191.0,17.91,264,1005
Gujarat,Bhavnagar,2017,Wheat,7.32,1244.15,381.43,33.62,633,7.27,0.65,191.0,17.25,251,2000
Gujarat,Bhavnagar,2017,Rice,7.23,1289.48,381.41,33.31,612,7.08,0.68,197.0,17.06,253,1730
Gujarat,Bhavnagar,2017, Bajra,7.34,1269.19,386.86,34.21,616,7.3,0.66,188.0,16.96,260,1180
Gujarat,Bhavnagar,2017,Cotton,7.47,1238.26,370.27,33.38,597,7.16,0.65,191.0,16.9,257,1470
Gujarat,Bhavnagar,2017,Sugarcane,7.22,1263.56,371.72,33.04,608,7.21,0.67,197.0,16.5,246,1064
Gujarat,Sabarkantha,2017,Wheat,7.3,1247.82,376.36,31.84,614,7.01,0.65,193.0,18.03,246,1960
Gujarat,Sabarkantha,2017,Rice,7.19,1204.44,378.59,30.96,629,6.91,0.65,199.0,18.35,254,1730
Gujarat,Sabarkantha,2017, Bajra,7.15,1217.42,371.59,31.62,610,6.86,0.67,196.0,17.75,254,1130
Gujarat,Sabarkantha,2017,Cotton,7.34,1233.12,370.91,31.22,629,6.91,0.64,193.0,17.88,253,1430
Gujarat,Sabarkantha,2017,Sugarcane,7.4,1248.9,386.18,30.6,578,6.63,0.64,197.0,17.86,252,956
Gujarat,Surendranagar,2017,Wheat,7.04,1255.06,370.23,32.19,620,7.41,0.64,199.0,17.08,259,1920
Gujarat,Surendranagar,2017,Rice,7.19,1291.97,384.8,31.98,599,6.96,0.66,190.0,17.44,249,1670
Gujarat,Surendranagar,2017, Bajra,7.2,1249.35,385.46,31.25,627,7.02,0.65,192.0,16.45,248,1090
Gujarat,Surendranagar,2017,Cotton,7.13,1251.41,403.97,32.73,593,7.11,0.67,196.0,17.06,258,1420
Gujarat,Surendranagar,2017,Sugarcane,7.23,1243.15,383.52,32.48,617,7.03,0.65,188.0,17.09,257,1126
Gujarat,Bharuch,2017,Wheat,7.39,1271.57,387.3,32.26,614,7.27,0.69,200.0,16.85,262,2000
Gujarat,Bharuch,2017,Rice,7.4,1338.14,401.22,32.53,615,7.15,0.67,199.0,17.29,255,1810
Gujarat,Bharuch,2017, Bajra,7.25,1302.22,404.15,33.21,624,7.36,0.67,197.0,17.07,261,1240
Gujarat,Bharuch,2017,Cotton,7.38,1259.26,388.52,31.84,629,7.11,0.69,194.0,16.58,260,1480
Gujarat,Bharuch,2017,Sugarcane,7.39,1306.94,402.61,31.52,628,7.54,0.68,191.0,17.06,254,1123
Gujarat,Amreli,2017,Wheat,7.3,1172.59,384.34,29.44,581,7.05,0.61,195.0,15.75,251,1860
Gujarat,Amreli,2017,Rice,7.33,1207.31,388.63,28.55,534,6.91,0.62,185.0,15.96,251,1670
Gujarat,Amreli,2017, Bajra,7.41,1207.28,387.25,28.86,563,6.75,0.62,194.0,16.16,250,1080
Gujarat,Amreli,2017,Cotton,7.4,1207.31,384.95,28.72,537,6.8,0.61,190.0,16.28,262,1360
Gujarat,Amreli,2017,Sugarcane,7.05,1287.08,377.6,29.05,550,6.99,0.65,196.0,15.62,255,956
Gujarat,Banaskantha,2016,Wheat,6.97,1223.04,372.96,30.23,622,6.96,0.6,183.0,18.92,251,1870
Gujarat,Banaskantha,2016,Rice,7.28,1266.29,379.55,32.01,588,6.93,0.61,189.0,18.81,260,1540
Gujarat,Banaskantha,2016, Bajra,7.45,1217.52,355.37,30.11,619,6.82,0.62,192.0,18.78,257,1120
Gujarat,Banaskantha,2016,Cotton,7.3,1245.96,372.21,30.73,605,6.91,0.59,191.0,19.32,259,1370
Gujarat,Banaskantha,2016,Sugarcane,6.93,1254.13,378.08,31.08,593,6.85,0.63,188.0,19.14,258,1235
Gujarat,Anand,2016,Wheat,7.23,1252.93,388.3,32.01,616,6.93,0.68,191.0,17.7,256,2010
Gujarat,Anand,2016,Rice,7.27,1281.94,398.57,32.44,622,7.26,0.67,189.0,18.09,248,1690
Gujarat,Anand,2016, Bajra,7.46,1235.21,396.44,31.8,605,7.21,0.68,191.0,18.09,248,1200
Gujarat,Anand,2016,Cotton,7.44,1263.68,396.35,32.21,641,7.19,0.67,194.0,17.82,251,1440
Gujarat,Anand,2016,Sugarcane,7.35,1244.95,400.18,31.92,603,7.19,0.69,190.0,17.83,254,1165
Gujarat,Rajkot,2016,Wheat,7.19,1180.84,378.9,28.77,555,6.89,0.63,197.0,15.71,248,1810
Gujarat,Rajkot,2016,Rice,7.36,1204.55,386.5,29.13,561,7.12,0.63,197.0,16.16,241,1500
Gujarat,Rajkot,2016, Bajra,7.27,1198.04,374.18,29.01,571,7.03,0.61,203.0,15.58,257,1070
Gujarat,Rajkot,2016,Cotton,7.13,1212.78,378.01,29.06,566,7.31,0.63,200.0,16.59,249,1410
Gujarat,Rajkot,2016,Sugarcane,7.15,1185.06,380.18,28.55,579,6.89,0.63,194.0,16.38,256,1169
Gujarat,Ahmedabad,2016,Wheat,6.78,1255.45,385.41,30.54,588,7.45,0.64,193.0,16.12,251,1960
Gujarat,Ahmedabad,2016,Rice,6.92,1213.52,371.45,31.96,585,7.11,0.63,199.0,15.99,250,1640
Gujarat,Ahmedabad,2016, Bajra,7.0,1236.47,368.34,31.07,562,7.35,0.66,188.0,15.34,243,1170
Gujarat,Ahmedabad,2016,Cotton,7.01,1242.98,389.71,31.73,576,7.4,0.67,186.0,15.97,245,1430
Gujarat,Ahmedabad,2016,Sugarcane,6.94,1252.76,382.53,31.04,572,6.99,0.68,193.0,15.58,243,1129
Gujarat,Kheda,2016,Wheat,7.29,1259.7,410.52,31.86,597,7.06,0.67,187.0,17.0,258,2010
Gujarat,Kheda,2016,Rice,7.44,1277.26,395.28,32.39,572,7.18,0.66,190.0,17.5,250,1720
Gujarat,Kheda,2016, Bajra,7.16,1253.5,389.47,32.48,582,7.14,0.65,188.0,17.03,254,1200
Gujarat,Kheda,2016,Cotton,7.37,1265.83,396.69,31.66,616,7.54,0.67,198.0,16.71,251,1460
Gujarat,Kheda,2016,Sugarcane,7.22,1249.33,394.11,31.63,620,7.26,0.66,195.0,17.52,248,1251
Gujarat,Bhavnagar,2016,Wheat,7.28,1188.31,377.03,32.48,570,6.94,0.65,192.0,16.27,246,1880
Gujarat,Bhavnagar,2016,Rice,7.42,1185.78,374.62,32.32,596,6.97,0.62,189.0,15.64,253,1580
Gujarat,Bhavnagar,2016, Bajra,6.95,1179.26,373.21,31.37,582,7.21,0.64,191.0,16.17,249,1120
Gujarat,Bhavnagar,2016,Cotton,7.23,1201.16,368.19,32.06,597,7.24,0.62,196.0,16.46,252,1410
Gujarat,Bhavnagar,2016,Sugarcane,7.06,1180.06,370.67,32.48,581,7.07,0.63,190.0,15.21,247,1056
Gujarat,Sabarkantha,2016,Wheat,7.16,1175.24,372.14,29.76,585,6.55,0.63,191.0,16.02,245,1840
Gujarat,Sabarkantha,2016,Rice,7.13,1173.44,385.36,28.78,605,6.88,0.62,188.0,15.85,247,1580
Gujarat,Sabarkantha,2016, Bajra,7.32,1174.75,376.45,29.4,589,6.96,0.64,187.0,16.15,243,1070
Gujarat,Sabarkantha,2016,Cotton,7.19,1194.35,367.59,28.88,582,6.65,0.66,193.0,16.11,246,1370
Gujarat,Sabarkantha,2016,Sugarcane,7.2,1175.02,378.89,29.79,595,7.01,0.63,187.0,16.33,250,1236
Gujarat,Surendranagar,2016,Wheat,7.26,1245.04,379.91,31.08,576,6.98,0.62,182.0,14.9,249,1800
Gujarat,Surendranagar,2016,Rice,7.02,1181.43,374.58,31.07,591,6.91,0.66,191.0,15.5,237,1530
Gujarat,Surendranagar,2016, Bajra,7.27,1170.13,377.1,31.45,607,7.03,0.64,188.0,14.92,250,1030
Gujarat,Surendranagar,2016,Cotton,7.34,1157.31,366.56,31.3,601,7.06,0.63,183.0,14.55,249,1360
Gujarat,Surendranagar,2016,Sugarcane,7.21,1235.91,393.34,31.14,604,7.2,0.63,183.0,14.93,253,1354
Gujarat,Bharuch,2016,Wheat,7.52,1241.47,380.58,31.07,615,6.99,0.67,196.0,15.88,253,1880
Gujarat,Bharuch,2016,Rice,7.41,1240.35,380.79,30.84,575,6.94,0.65,192.0,16.37,257,1630
Gujarat,Bharuch,2016, Bajra,7.21,1239.4,384.75,31.93,596,7.35,0.65,192.0,15.65,249,1200
Gujarat,Bharuch,2016,Cotton,7.09,1244.91,380.82,29.36,596,7.23,0.67,196.0,16.2,260,1430
Gujarat,Bharuch,2016,Sugarcane,7.62,1236.42,379.51,31.68,583,7.28,0.64,195.0,16.19,254,1135
Gujarat,Amreli,2016,Wheat,7.15,1165.0,370.0,28.0,545,6.85,0.6,188.0,15.0,248,1760
Gujarat,Amreli,2016,Rice,7.1,1200.0,375.0,30.0,600,6.85,0.58,185.0,18.0,250,1530
Gujarat,Amreli,2016, Bajra,7.25,1225.0,385.0,31.0,610,7.05,0.66,188.0,18.0,250,1020
Gujarat,Amreli,2016,Cotton,7.1,1180.0,370.0,28.0,545,6.95,0.62,192.0,15.0,245,1330
Gujarat,Amreli,2016,Sugarcane,6.95,1215.0,375.0,31.0,555,7.15,0.64,189.0,15.0,243,946
Gujarat,Banaskantha,2015,Wheat,7.2,1260.0,390.0,32.0,590,7.0,0.65,188.0,16.0,250,1780
Gujarat,Banaskantha,2015,Rice,7.1,1180.0,370.0,31.0,580,7.1,0.62,188.0,15.0,245,1460
Gujarat,Banaskantha,2015, Bajra,7.1,1155.0,365.0,29.0,575,6.8,0.61,185.0,15.0,243,1080
Gujarat,Banaskantha,2015,Cotton,7.1,1170.0,370.0,30.0,575,7.0,0.62,184.0,14.0,245,1320
Gujarat,Banaskantha,2015,Sugarcane,7.2,1210.0,380.0,30.0,590,7.05,0.64,188.0,15.0,250,1169
Gujarat,Anand,2015,Wheat,7.26,1222.0,383.0,30.0,604,7.12,0.64,185.0,17.0,247,1920
Gujarat,Anand,2015,Rice,7.23,1229.0,386.0,32.0,613,7.07,0.68,192.0,19.0,253,1600
Gujarat,Anand,2015, Bajra,7.27,1227.0,384.0,31.0,609,7.08,0.67,190.0,18.0,252,1160
Gujarat,Anand,2015,Cotton,7.19,1230.0,387.0,30.0,617,7.03,0.66,189.0,17.0,249,1380
Gujarat,Anand,2015,Sugarcane,7.29,1224.0,389.0,33.0,608,7.09,0.65,191.0,19.0,248,1049
Gujarat,Rajkot,2015,Wheat,7.1,1130.0,365.0,27.0,545,6.8,0.58,184.0,14.0,243,1730
Gujarat,Rajkot,2015,Rice,7.0,1150.0,365.0,28.0,570,6.8,0.55,180.0,18.0,243,1420
Gujarat,Rajkot,2015, Bajra,7.15,1180.0,375.0,29.0,580,6.95,0.62,182.0,18.0,243,1030
Gujarat,Rajkot,2015,Cotton,7.0,1130.0,360.0,26.0,520,6.85,0.58,186.0,14.0,238,1350
Gujarat,Rajkot,2015,Sugarcane,6.85,1170.0,365.0,28.0,530,7.1,0.6,183.0,14.0,235,1280
Gujarat,Ahmedabad,2015,Wheat,7.1,1210.0,380.0,29.0,570,6.95,0.61,182.0,16.0,243,1860
Gujarat,Ahmedabad,2015,Rice,7.0,1135.0,360.0,28.0,560,7.0,0.58,182.0,14.0,238,1570
Gujarat,Ahmedabad,2015, Bajra,7.0,1110.0,355.0,26.0,555,6.75,0.57,180.0,14.0,235,1120
Gujarat,Ahmedabad,2015,Cotton,7.0,1130.0,360.0,27.0,555,6.9,0.58,178.0,13.0,238,1370
Gujarat,Ahmedabad,2015,Sugarcane,7.1,1170.0,370.0,27.0,570,6.95,0.6,182.0,14.0,243,1145
Gujarat,Kheda,2015,Wheat,7.23,1258.0,392.0,33.0,584,7.03,0.64,187.0,17.0,247,1920
Gujarat,Kheda,2015,Rice,7.18,1264.0,389.0,32.0,595,7.07,0.66,191.0,16.0,252,1660
Gujarat,Kheda,2015, Bajra,7.25,1259.0,394.0,30.0,593,6.99,0.63,188.0,17.0,249,1160
Gujarat,Kheda,2015,Cotton,7.22,1256.0,388.0,31.0,589,7.03,0.65,189.0,16.0,250,1410
Gujarat,Kheda,2015,Sugarcane,7.26,1261.0,391.0,32.0,590,7.08,0.65,190.0,16.0,251,1089
Gujarat,Bhavnagar,2015,Wheat,7.09,1183.0,374.0,31.0,579,7.12,0.63,189.0,15.0,244,1790
Gujarat,Bhavnagar,2015,Rice,7.1,1178.0,368.0,31.0,581,7.07,0.62,186.0,16.0,243,1530
Gujarat,Bhavnagar,2015, Bajra,7.06,1181.0,371.0,32.0,585,7.08,0.6,187.0,15.0,245,1080
Gujarat,Bhavnagar,2015,Cotton,7.12,1182.0,372.0,30.0,583,7.14,0.64,188.0,15.0,245,1350
Gujarat,Bhavnagar,2015,Sugarcane,7.15,1176.0,369.0,31.0,578,7.05,0.63,185.0,16.0,246,1184
Gujarat,Sabarkantha,2015,Wheat,7.1,1157.0,368.0,28.0,574,6.83,0.61,184.0,15.0,243,1750
Gujarat,Sabarkantha,2015,Rice,7.13,1150.0,364.0,29.0,576,6.8,0.6,182.0,15.0,242,1530
Gujarat,Sabarkantha,2015, Bajra,7.06,1156.0,366.0,28.0,573,6.81,0.62,186.0,16.0,244,1030
Gujarat,Sabarkantha,2015,Cotton,7.1,1153.0,365.0,30.0,577,6.81,0.61,185.0,15.0,243,1310
Gujarat,Sabarkantha,2015,Sugarcane,7.11,1152.0,367.0,29.0,572,6.78,0.6,183.0,15.0,243,1356
Gujarat,Surendranagar,2015,Wheat,7.09,1172.0,372.0,29.0,573,7.01,0.63,186.0,15.0,246,1720
Gujarat,Surendranagar,2015,Rice,7.15,1174.0,373.0,31.0,578,6.96,0.61,185.0,14.0,247,1480
Gujarat,Surendranagar,2015, Bajra,7.13,1168.0,369.0,30.0,577,7.04,0.62,185.0,14.0,246,1000
Gujarat,Surendranagar,2015,Cotton,7.08,1170.0,368.0,30.0,571,7.0,0.61,183.0,13.0,245,1300
Gujarat,Surendranagar,2015,Sugarcane,7.1,1176.0,370.0,31.0,575,7.02,0.64,184.0,15.0,244,956
Gujarat,Bharuch,2015,Wheat,7.2,1214.0,382.0,31.0,588,7.08,0.65,191.0,15.0,251,1790
Gujarat,Bharuch,2015,Rice,7.17,1207.0,378.0,32.0,594,7.11,0.66,192.0,15.0,253,1570
Gujarat,Bharuch,2015, Bajra,7.21,1209.0,381.0,30.0,586,7.02,0.64,188.0,16.0,250,1100
Gujarat,Bharuch,2015,Cotton,7.23,1212.0,379.0,31.0,593,7.06,0.66,188.0,16.0,250,1370
Gujarat,Bharuch,2015,Sugarcane,7.18,1211.0,380.0,29.0,582,7.03,0.65,191.0,14.0,250,1035
Gujarat,Amreli,2015,Wheat,7.12,1132.0,367.0,27.0,548,6.81,0.59,185.0,14.0,244,1670
Gujarat,Amreli,2015,Rice,7.17,1131.0,364.0,26.0,547,6.77,0.6,184.0,15.0,243,1480
Gujarat,Amreli,2015, Bajra,7.09,1127.0,362.0,28.0,543,6.81,0.62,185.0,14.0,244,990
Gujarat,Amreli,2015,Cotton,7.11,1129.0,367.0,27.0,546,6.79,0.61,187.0,14.0,241,1260
Gujarat,Amreli,2015,Sugarcane,7.08,1128.0,363.0,26.0,547,6.8,0.63,184.0,13.0,243,946
Gujarat,Banaskantha,2014,Wheat,7.03,1146.0,363.0,28.0,571,6.79,0.56,181.0,18.0,242,1670
Gujarat,Banaskantha,2014,Rice,7.02,1149.0,368.0,29.0,569,6.83,0.57,182.0,18.0,241,1370
Gujarat,Banaskantha,2014, Bajra,7.07,1148.0,364.0,28.0,570,6.79,0.56,180.0,18.0,243,1010
Gujarat,Banaskantha,2014,Cotton,7.0,1147.0,366.0,28.0,568,6.84,0.55,180.0,18.0,243,1240
Gujarat,Banaskantha,2014,Sugarcane,7.06,1146.0,368.0,29.0,570,6.78,0.55,183.0,18.0,240,946
Gujarat,Anand,2014,Wheat,7.12,1190.0,373.0,28.0,579,6.93,0.62,184.0,18.0,243,1810
Gujarat,Anand,2014,Rice,7.13,1183.0,374.0,29.0,581,6.94,0.61,181.0,18.0,241,1490
Gujarat,Anand,2014, Bajra,7.17,1177.0,372.0,29.0,584,6.96,0.61,183.0,18.0,242,1080
Gujarat,Anand,2014,Cotton,7.19,1191.0,374.0,30.0,583,6.97,0.61,182.0,18.0,241,1300
Gujarat,Anand,2014,Sugarcane,7.18,1189.0,376.0,29.0,578,6.94,0.62,183.0,18.0,242,916
Gujarat,Rajkot,2014,Wheat,7.03,1132.0,359.0,25.0,518,6.87,0.59,187.0,14.0,236,1630
Gujarat,Rajkot,2014,Rice,7.04,1137.0,358.0,28.0,523,6.84,0.57,188.0,13.0,237,1320
Gujarat,Rajkot,2014, Bajra,6.98,1127.0,364.0,27.0,515,6.86,0.56,185.0,14.0,239,940
Gujarat,Rajkot,2014,Cotton,7.08,1138.0,363.0,24.0,522,6.84,0.59,186.0,14.0,236,1270
Gujarat,Rajkot,2014,Sugarcane,7.01,1135.0,358.0,27.0,521,6.88,0.57,184.0,15.0,239,923
Gujarat,Ahmedabad,2014,Wheat,6.84,1169.0,367.0,29.0,528,7.13,0.62,181.0,15.0,233,1760
Gujarat,Ahmedabad,2014,Rice,6.89,1172.0,369.0,28.0,533,7.07,0.62,184.0,15.0,234,1440
Gujarat,Ahmedabad,2014, Bajra,6.85,1165.0,365.0,28.0,526,7.09,0.61,181.0,15.0,236,1030
Gujarat,Ahmedabad,2014,Cotton,6.9,1171.0,364.0,29.0,533,7.06,0.62,180.0,15.0,237,1290
Gujarat,Ahmedabad,2014,Sugarcane,6.88,1163.0,365.0,30.0,524,7.12,0.6,183.0,15.0,235,890
Gujarat,Kheda,2014,Wheat,7.13,1212.0,381.0,28.0,569,7.03,0.62,181.0,15.0,249,1810
Gujarat,Kheda,2014,Rice,7.12,1207.0,382.0,30.0,573,6.97,0.62,184.0,16.0,247,1530
Gujarat,Kheda,2014, Bajra,7.08,1203.0,377.0,29.0,566,7.05,0.64,180.0,16.0,250,1080
Gujarat,Kheda,2014,Cotton,7.09,1216.0,383.0,31.0,572,7.08,0.63,185.0,16.0,251,1320
Gujarat,Kheda,2014,Sugarcane,7.14,1208.0,379.0,33.0,570,7.11,0.63,184.0,16.0,250,912
Gujarat,Bhavnagar,2014,Wheat,7.04,1133.0,358.0,28.0,559,7.02,0.58,182.0,14.0,236,1680
Gujarat,Bhavnagar,2014,Rice,6.98,1131.0,363.0,29.0,561,7.0,0.59,180.0,14.0,238,1400
Gujarat,Bhavnagar,2014, Bajra,7.03,1138.0,361.0,26.0,563,7.01,0.59,183.0,14.0,237,1010
Gujarat,Bhavnagar,2014,Cotton,7.02,1136.0,363.0,29.0,560,7.01,0.58,184.0,14.0,238,1270
Gujarat,Bhavnagar,2014,Sugarcane,7.01,1137.0,363.0,28.0,567,7.0,0.57,181.0,14.0,237,895
Gujarat,Sabarkantha,2014,Wheat,6.97,1108.0,352.0,25.0,548,6.76,0.54,181.0,14.0,234,1640
Gujarat,Sabarkantha,2014,Rice,7.05,1103.0,355.0,28.0,553,6.73,0.56,181.0,14.0,234,1400
Gujarat,Sabarkantha,2014, Bajra,6.93,1098.0,356.0,29.0,552,6.76,0.54,178.0,14.0,234,940
Gujarat,Sabarkantha,2014,Cotton,7.02,1102.0,354.0,25.0,547,6.8,0.57,182.0,14.0,236,1230
Gujarat,Sabarkantha,2014,Sugarcane,7.04,1101.0,356.0,24.0,549,6.75,0.56,179.0,15.0,235,900
Gujarat,Surendranagar,2014,Wheat,7.08,1135.0,362.0,28.0,553,6.92,0.59,178.0,13.0,235,1600
Gujarat,Surendranagar,2014,Rice,7.07,1132.0,361.0,25.0,555,6.86,0.57,180.0,15.0,237,1350
Gujarat,Surendranagar,2014, Bajra,7.03,1138.0,360.0,28.0,550,6.92,0.59,179.0,13.0,236,910
Gujarat,Surendranagar,2014,Cotton,6.99,1139.0,362.0,27.0,554,6.89,0.58,178.0,15.0,235,1220
Gujarat,Surendranagar,2014,Sugarcane,7.01,1134.0,361.0,27.0,555,6.89,0.59,178.0,14.0,237,930
Gujarat,Bharuch,2014,Wheat,7.16,1175.0,373.0,27.0,568,6.94,0.6,180.0,14.0,244,1680
Gujarat,Bharuch,2014,Rice,7.12,1171.0,369.0,28.0,571,7.01,0.61,184.0,15.0,241,1440
Gujarat,Bharuch,2014, Bajra,7.17,1174.0,372.0,27.0,573,7.04,0.59,179.0,14.0,243,1050
Gujarat,Bharuch,2014,Cotton,7.15,1177.0,370.0,29.0,569,6.97,0.61,182.0,14.0,244,1290
Gujarat,Bharuch,2014,Sugarcane,7.1,1169.0,371.0,27.0,572,7.02,0.6,183.0,15.0,244,875
Gujarat,Amreli,2014,Wheat,7.03,1098.0,349.0,21.0,521,6.68,0.52,176.0,12.0,233,1570
Gujarat,Amreli,2014,Rice,7.71,1101.0,377.0,44.0,719,7.53,0.74,204.0,21.0,209,1350
Gujarat,Amreli,2014, Bajra,7.69,1102.0,378.0,47.0,725,7.52,0.72,203.0,22.0,211,900
Gujarat,Amreli,2014,Cotton,7.73,1104.0,382.0,45.0,717,7.5,0.73,207.0,21.0,210,1200
Gujarat,Amreli,2014,Sugarcane,7.75,1103.0,376.0,43.0,722,7.54,0.74,206.0,21.0,210,856
Punjab,Ludhiana,2022,Wheat,7.68,1106.0,379.0,46.0,721,7.51,0.72,202.0,22.0,212,4600
Punjab,Ludhiana,2022,Rice,7.72,1104.0,379.0,47.0,721,7.48,0.73,202.0,22.0,212,4700
Punjab,Ludhiana,2022,Bajra,7.68,1096.0,382.0,46.0,719,7.51,0.73,205.0,21.0,211,2100
Punjab,Ludhiana,2022,Cotton,7.65,1101.0,383.0,46.0,718,7.47,0.71,207.0,22.0,210,1000
Punjab,Ludhiana,2022,Sugarcane,7.75,1098.0,376.0,45.0,722,7.53,0.72,206.0,21.0,209,3150
Punjab,Bathinda,2022,Wheat,8.19,1354.0,521.5575,49.0,601,8.03,0.57,184.0,17.0,172,4680
Punjab,Bathinda,2022,Rice,8.16,1352.0,521.5575,50.0,596,7.98,0.56,186.0,16.0,171,4760
Punjab,Bathinda,2022,Bajra,8.23,1346.0,521.5575,52.0,605,7.99,0.57,184.0,17.0,168,1020
Punjab,Bathinda,2022,Cotton,8.21,1355.0,521.5575,48.0,598,8.01,0.58,183.0,18.0,170,1015
Punjab,Bathinda,2022,Sugarcane,8.24,1353.0,521.5575,51.0,603,8.02,0.55,185.0,16.0,169,3214
Punjab,Sangrur,2022,Wheat,8.73,1249.0,478.0,47.0,637,8.25,0.67,193.0,18.0,171,4760
Punjab,Sangrur,2022,Rice,8.69,1253.0,481.0,48.0,632,8.37,0.68,192.0,20.0,172,4820
Punjab,Sangrur,2022,Bajra,8.75,1254.0,476.0,49.0,635,8.29,0.64,190.0,18.0,173,2160
Punjab,Sangrur,2022,Cotton,8.67,1245.0,479.0,50.0,631,8.27,0.66,194.0,20.0,170,1030
Punjab,Sangrur,2022,Sugarcane,8.74,1252.0,485.0,48.0,634,8.34,0.67,189.0,17.0,168,2986
Punjab,Patiala,2022,Wheat,7.82,1196.0,402.0,43.0,664,7.82,0.72,196.0,20.0,213,4840
Punjab,Patiala,2022,Rice,7.76,1203.0,405.0,46.0,669,7.81,0.7,192.0,20.0,210,4880
Punjab,Patiala,2022,Bajra,7.8,1202.0,407.0,44.0,671,7.83,0.69,194.0,19.0,212,2190
Punjab,Patiala,2022,Cotton,7.78,1207.0,406.0,43.0,669,7.88,0.7,191.0,21.0,209,1045
Punjab,Patiala,2022,Sugarcane,7.77,1205.0,400.0,45.0,670,7.83,0.71,192.0,20.0,214,3023
Punjab,Amritsar,2022,Wheat,7.21,948.0,309.0,41.0,783,7.1,0.91,229.0,24.0,231,4920
Punjab,Amritsar,2022,Rice,7.18,951.0,313.0,43.0,781,7.15,0.88,233.0,26.0,229,4940
Punjab,Amritsar,2022,Bajra,7.15,954.0,308.0,41.0,782,7.13,0.9,231.0,26.0,230,2220
Punjab,Amritsar,2022,Cotton,7.22,955.0,312.0,44.0,780,7.09,0.87,232.0,25.0,231,1060
Punjab,Amritsar,2022,Sugarcane,7.19,950.0,314.0,42.0,785,7.12,0.88,230.0,27.0,230,3450
Punjab,Jalandhar,2022,Wheat,7.39,978.0,348.0,37.0,744,7.29,0.83,228.0,25.0,233,5000
Punjab,Jalandhar,2022,Rice,7.35,977.0,353.0,39.0,742,7.31,0.82,226.0,23.0,229,5100
Punjab,Jalandhar,2022,Bajra,7.38,979.0,352.0,38.0,741,7.32,0.8,227.0,26.0,232,2100
Punjab,Jalandhar,2022,Cotton,7.42,976.0,349.0,40.0,743,7.3,0.83,225.0,22.0,231,1000
Punjab,Jalandhar,2022,Sugarcane,7.43,981.0,351.0,40.0,740,7.28,0.8,224.0,25.0,230,3648
Punjab,Firozpur,2022,Wheat,8.18,1417.0,521.5575,57.0,616,8.12,0.64,182.0,20.0,166,5080
Punjab,Firozpur,2022,Rice,8.26,1419.0,521.5575,52.0,612,8.06,0.61,184.0,18.0,167,5150
Punjab,Firozpur,2022,Bajra,8.22,1416.0,521.5575,56.0,618,8.08,0.63,179.0,17.0,165,2150
Punjab,Firozpur,2022,Cotton,8.19,1422.0,521.5575,53.0,613,8.14,0.62,181.0,21.0,169,1050
Punjab,Firozpur,2022,Sugarcane,8.21,1418.0,521.5575,56.0,617,8.09,0.61,183.0,20.0,168,3950
Punjab,Moga,2022,Wheat,7.48,1038.0,375.0,44.0,652,7.41,0.78,206.0,20.0,209,5160
Punjab,Moga,2022,Rice,7.54,1041.0,373.0,47.0,655,7.45,0.75,204.0,20.0,211,5250
Punjab,Moga,2022,Bajra,7.58,1037.0,376.0,45.0,653,7.46,0.78,207.0,22.0,210,2170
Punjab,Moga,2022,Cotton,7.49,1042.0,374.0,48.0,651,7.43,0.77,205.0,19.0,208,1040
Punjab,Moga,2022,Sugarcane,7.52,1039.0,372.0,49.0,656,7.4,0.74,208.0,20.0,211,3953
Punjab,Kapurthala,2022,Wheat,7.31,976.0,339.0,40.0,756,7.16,0.935,233.0,23.0,232,5240
Punjab,Kapurthala,2022,Rice,7.3,982.0,341.0,41.0,753,7.24,0.935,230.0,25.0,232,5300
Punjab,Kapurthala,2022,Bajra,7.28,977.0,345.0,42.0,751,7.21,0.92,231.0,26.0,233,2150
Punjab,Kapurthala,2022,Cotton,7.27,984.0,343.0,44.0,754,7.2,0.93,233.0,25.0,233,1050
Punjab,Kapurthala,2022,Sugarcane,7.33,979.0,344.0,42.0,752,7.18,0.935,232.0,25.0,234,4230
